dataset,split,index,window_size,document_length,unique_words,token_count,node_count,node_embedding_dimension,edge_count,edge_embedding_dimension
IMDb-1k,train,278,5,946,428,1258,481,768,4337,1
IMDb-1k,train,381,5,808,447,1122,519,768,4247,1
IMDb-1k,train,472,5,786,363,1123,401,768,3901,1
IMDb-1k,train,362,5,812,373,1047,409,768,3823,1
IMDb-1k,train,324,5,980,459,1305,503,768,4727,1
IMDb-1k,train,431,5,770,385,989,440,768,3870,1
IMDb-1k,train,347,5,781,364,1021,421,768,3729,1
IMDb-1k,train,86,5,803,363,1062,399,768,3787,1
IMDb-1k,train,75,5,932,421,1177,472,768,4324,1
IMDb-1k,train,438,5,954,444,1257,493,768,4601,1
IMDb-1k,train,15,5,942,431,1184,482,768,4392,1
IMDb-1k,train,249,5,1435,622,1910,702,768,6846,1
IMDb-1k,train,433,5,804,369,996,410,768,3762,1
IMDb-1k,train,19,5,872,392,1063,432,768,3892,1
IMDb-1k,train,322,5,990,413,1209,459,768,4277,1
IMDb-1k,train,332,5,819,419,1130,506,768,4280,1
IMDb-1k,train,56,5,850,420,1116,480,768,4202,1
IMDb-1k,train,301,5,1447,531,1799,603,768,6227,1
IMDb-1k,train,229,5,969,421,1267,470,768,4410,1
IMDb-1k,train,331,5,794,364,1076,407,768,3817,1
IMDb-1k,train,132,5,869,421,1109,455,768,4153,1
IMDb-1k,train,137,5,970,447,1172,499,768,4547,1
IMDb-1k,train,423,5,1049,468,1284,538,768,4700,1
IMDb-1k,train,335,5,762,369,946,398,768,3524,1
IMDb-1k,train,25,5,970,461,1314,542,768,4774,1
IMDb-1k,train,464,5,787,383,1048,437,768,3783,1
IMDb-1k,train,281,5,916,389,1215,430,768,4210,1
IMDb-1k,train,247,5,887,400,1165,446,768,4328,1
IMDb-1k,train,237,5,793,353,1121,418,768,3920,1
IMDb-1k,train,117,5,946,393,1212,440,768,4184,1
IMDb-1k,train,42,5,949,459,1291,530,768,4718,1
IMDb-1k,train,220,5,1369,538,1644,583,768,5731,1
IMDb-1k,train,176,5,881,400,1134,443,768,4123,1
IMDb-1k,train,320,5,876,409,1095,466,768,4114,1
IMDb-1k,train,153,5,753,354,986,394,768,3532,1
IMDb-1k,train,231,5,863,408,1187,474,768,4316,1
IMDb-1k,train,227,5,838,433,1075,503,768,4323,1
IMDb-1k,train,417,5,961,460,1305,517,768,4723,1
IMDb-1k,train,203,5,765,431,1013,496,768,3982,1
IMDb-1k,train,126,5,958,464,1180,519,768,4581,1
IMDb-1k,train,329,5,827,428,1088,488,768,4202,1
IMDb-1k,train,31,5,799,420,1076,470,768,4076,1
IMDb-1k,train,113,5,770,399,1015,472,768,3968,1
IMDb-1k,train,470,5,799,398,1054,464,768,3978,1
IMDb-1k,train,271,5,877,379,1068,440,768,3962,1
IMDb-1k,train,140,5,779,421,1015,485,768,4031,1
IMDb-1k,train,57,5,844,392,1186,442,768,4162,1
IMDb-1k,train,192,5,904,400,1125,436,768,4072,1
IMDb-1k,train,24,5,866,425,1133,470,768,4192,1
IMDb-1k,train,17,5,765,391,996,441,768,3859,1
IMDb-1k,train,265,5,923,435,1140,482,768,4222,1
IMDb-1k,train,66,5,960,527,1421,643,768,5493,1
IMDb-1k,train,208,5,844,405,1078,460,768,4068,1
IMDb-1k,train,479,5,791,404,1004,469,768,3967,1
IMDb-1k,train,94,5,962,459,1326,543,768,4699,1
IMDb-1k,train,253,5,937,452,1239,495,768,4551,1
IMDb-1k,train,266,5,851,357,1071,399,768,3757,1
IMDb-1k,train,23,5,892,427,1140,485,768,4245,1
IMDb-1k,train,222,5,789,352,1026,393,768,3641,1
IMDb-1k,train,261,5,933,392,1152,433,768,4265,1
IMDb-1k,train,426,5,904,404,1255,443,768,4265,1
IMDb-1k,validation,135,5,897,444,1260,530,768,4752,1
IMDb-1k,validation,115,5,755,349,963,399,768,3637,1
IMDb-1k,validation,131,5,800,407,1022,470,768,3998,1
IMDb-1k,validation,55,5,956,487,1256,558,768,4780,1
IMDb-1k,validation,95,5,736,388,986,421,768,3629,1
IMDb-1k,validation,29,5,799,386,1071,431,768,4003,1
IMDb-1k,validation,158,5,832,442,1063,496,768,4158,1
IMDb-1k,validation,51,5,864,450,1161,521,768,4475,1
IMDb-1k,validation,101,5,828,357,1125,391,768,3813,1
IMDb-1k,validation,145,5,897,392,1153,442,768,4314,1
IMDb-1k,validation,19,5,939,420,1237,478,768,4382,1
IMDb-1k,validation,85,5,933,451,1179,509,768,4517,1
IMDb-1k,validation,15,5,763,391,1113,459,768,4055,1
IMDb-1k,validation,66,5,844,392,1106,439,768,4055,1
IMDb-1k,validation,24,5,936,464,1168,540,768,4592,1
IMDb-1k,validation,30,5,881,471,1224,545,768,4531,1
IMDb-1k,validation,132,5,876,423,1072,469,768,4101,1
IMDb-1k,validation,105,5,745,408,969,465,768,3783,1
IMDb-1k,validation,153,5,775,383,980,458,768,3848,1
IMDb-1k,validation,16,5,835,380,1084,424,768,4042,1
IMDb-1k,validation,75,5,968,506,1378,584,768,4912,1
IMDb-1k,validation,18,5,900,448,1179,507,768,4423,1
IMDb-1k,validation,12,5,941,414,1259,464,768,4400,1
IMDb-1k,validation,9,5,915,365,1138,385,768,3921,1
IMDb-1k,validation,31,5,826,406,1066,457,768,3997,1
IMDb-1k,validation,156,5,775,400,1020,458,768,3900,1
IMDb-1k,validation,98,5,854,432,1234,516,768,4536,1
IMDb-1k,validation,56,5,923,445,1197,496,768,4512,1
IMDb-1k,validation,134,5,806,378,1052,437,768,3911,1
IMDb-1k,validation,161,5,772,407,1028,488,768,4050,1
IMDb-1k,validation,139,5,757,350,968,389,768,3517,1
IMDb-1k,validation,78,5,938,406,1274,454,768,4480,1
IMDb-1k,validation,60,5,786,361,1035,419,768,3729,1
IMDb-1k,validation,84,5,961,494,1307,566,768,4890,1
IMDb-1k,validation,2,5,802,432,1187,507,768,4399,1
IMDb-1k,validation,94,5,756,389,1011,461,768,3941,1
IMDb-1k,validation,45,5,757,370,910,415,768,3613,1
IMDb-1k,validation,42,5,952,418,1218,458,768,4408,1
IMDb-1k,validation,69,5,937,470,1282,539,768,4701,1
IMDb-1k,validation,154,5,835,417,1137,475,768,4279,1
IMDb-1k,validation,26,5,777,334,1132,415,768,3905,1
IMDb-1k,validation,141,5,785,404,1042,476,768,4052,1
IMDb-1k,validation,117,5,779,435,1046,509,768,4131,1
IMDb-1k,validation,93,5,946,414,1240,469,768,4341,1
IMDb-1k,validation,133,5,948,442,1208,493,768,4517,1
IMDb-1k,validation,36,5,752,394,987,439,768,3815,1
IMDb-1k,validation,82,5,797,401,1102,458,768,3962,1
IMDb-1k,validation,22,5,775,374,1039,430,768,3756,1
IMDb-1k,validation,126,5,990,473,1276,530,768,4764,1
IMDb-1k,validation,67,5,983,422,1259,487,768,4565,1
IMDb-1k,validation,97,5,835,405,1059,442,768,3924,1
IMDb-1k,validation,11,5,760,423,1043,480,768,4040,1
IMDb-1k,validation,65,5,969,471,1256,539,768,4655,1
IMDb-1k,validation,86,5,753,378,1005,419,768,3731,1
IMDb-1k,validation,6,5,861,483,1100,555,768,4451,1
IMDb-1k,validation,27,5,838,358,1137,413,768,4027,1
IMDb-1k,validation,76,5,955,441,1241,505,768,4567,1
IMDb-1k,validation,142,5,798,412,1082,467,768,4103,1
IMDb-1k,validation,38,5,859,444,1138,506,768,4294,1
IMDb-1k,validation,41,5,882,364,1112,403,768,3919,1
IMDb-1k,validation,4,5,762,381,1022,460,768,3834,1
IMDb-1k,validation,138,5,751,433,1022,518,768,4118,1
IMDb-1k,validation,32,5,806,388,1099,443,768,3991,1
IMDb-1k,validation,144,5,890,407,1213,465,768,4387,1
IMDb-1k,validation,109,5,757,408,994,456,768,3864,1
IMDb-1k,validation,68,5,746,367,956,422,768,3590,1
IMDb-1k,validation,10,5,870,402,1145,457,768,4177,1
IMDb-1k,validation,96,5,899,455,1247,561,768,4803,1
IMDb-1k,validation,111,5,860,459,1176,544,768,4598,1
IMDb-1k,validation,0,5,941,477,1301,538,768,4796,1
IMDb-1k,validation,122,5,938,448,1270,500,768,4540,1
IMDb-1k,validation,123,5,789,393,970,440,768,3782,1
IMDb-1k,validation,64,5,801,335,1025,376,768,3640,1
IMDb-1k,validation,44,5,946,445,1244,489,768,4583,1
IMDb-1k,validation,146,5,772,346,939,385,768,3497,1
IMDb-1k,validation,28,5,815,406,1058,460,768,4010,1
IMDb-1k,validation,40,5,915,488,1234,568,768,4812,1
IMDb-1k,validation,114,5,799,411,1028,459,768,3941,1
IMDb-1k,validation,25,5,879,365,1126,405,768,3931,1
IMDb-1k,validation,23,5,888,403,1099,452,768,4136,1
IMDb-1k,validation,119,5,847,396,1099,440,768,4014,1
IMDb-1k,validation,81,5,923,416,1186,476,768,4468,1
IMDb-1k,validation,79,5,865,407,1159,456,768,4158,1
IMDb-1k,validation,39,5,951,435,1164,477,768,4399,1
IMDb-1k,validation,90,5,770,381,1036,429,768,3889,1
IMDb-1k,validation,108,5,754,375,970,411,768,3639,1
IMDb-1k,validation,160,5,752,324,1002,364,768,3490,1
IMDb-1k,validation,137,5,820,424,1044,497,768,4087,1
IMDb-1k,validation,47,5,840,336,1103,371,768,3711,1
IMDb-1k,validation,124,5,784,403,997,443,768,3843,1
IMDb-1k,validation,61,5,845,439,1207,517,768,4493,1
IMDb-1k,validation,73,5,809,418,1016,460,768,3956,1
IMDb-1k,validation,33,5,761,415,1008,486,768,4086,1
IMDb-1k,validation,112,5,913,401,1140,444,768,4170,1
IMDb-1k,validation,120,5,913,363,1175,403,768,4143,1
IMDb-1k,validation,128,5,752,371,969,419,768,3617,1
IMDb-1k,validation,62,5,777,423,1036,468,768,4012,1
IMDb-1k,validation,163,5,856,411,1122,455,768,4221,1
IMDb-1k,validation,100,5,824,316,1060,349,768,3491,1
IMDb-1k,validation,104,5,905,423,1349,492,768,4608,1
IMDb-1k,validation,53,5,896,450,1309,529,768,4617,1
IMDb-1k,validation,5,5,1033,408,1392,461,768,4773,1
IMDb-1k,validation,118,5,842,438,1070,490,768,4186,1
IMDb-1k,validation,127,5,866,364,1253,432,768,4116,1
IMDb-1k,validation,152,5,765,419,998,476,768,3868,1
IMDb-1k,validation,49,5,836,378,1095,432,768,3976,1
IMDb-1k,validation,35,5,933,500,1280,588,768,4918,1
IMDb-1k,validation,80,5,835,437,1099,513,768,4217,1
IMDb-1k,validation,77,5,923,498,1235,556,768,4790,1
IMDb-1k,validation,34,5,782,384,984,420,768,3728,1
IMDb-1k,validation,46,5,955,452,1250,517,768,4591,1
IMDb-1k,validation,7,5,825,448,1154,507,768,4359,1
IMDb-1k,validation,43,5,862,412,1105,461,768,4111,1
IMDb-1k,validation,70,5,878,368,1195,413,768,4045,1
IMDb-1k,validation,125,5,868,401,1176,449,768,3911,1
IMDb-1k,validation,110,5,958,384,1192,417,768,4059,1
IMDb-1k,validation,91,5,946,417,1255,475,768,4405,1
IMDb-1k,validation,83,5,967,549,1254,632,768,5122,1
IMDb-1k,validation,147,5,749,353,1023,406,768,3624,1
IMDb-1k,validation,148,5,963,519,1295,586,768,5006,1
IMDb-1k,validation,89,5,941,459,1254,522,768,4660,1
IMDb-1k,validation,8,5,905,373,1229,428,768,4060,1
IMDb-1k,validation,157,5,924,459,1219,515,768,4523,1
IMDb-1k,validation,113,5,946,514,1253,596,768,4942,1
IMDb-1k,validation,13,5,904,410,1198,471,768,4439,1
IMDb-1k,validation,59,5,962,454,1257,505,768,4553,1
IMDb-1k,validation,140,5,735,384,1014,442,768,3860,1
IMDb-1k,validation,3,5,957,445,1200,494,768,4522,1
IMDb-1k,validation,17,5,861,381,1088,411,768,3883,1
IMDb-1k,validation,72,5,976,486,1334,575,768,5005,1
IMDb-1k,validation,143,5,774,323,990,364,768,3518,1
IMDb-1k,validation,136,5,940,475,1284,545,768,4761,1
IMDb-1k,validation,150,5,768,384,967,430,768,3706,1
IMDb-1k,validation,63,5,949,447,1334,509,768,4697,1
IMDb-1k,validation,54,5,968,369,1240,404,768,4038,1
IMDb-1k,validation,107,5,798,414,1080,470,768,4016,1
IMDb-1k,validation,50,5,733,327,990,360,768,3510,1
IMDb-1k,validation,162,5,1023,290,1382,328,768,3508,1
IMDb-1k,validation,58,5,746,406,998,475,768,3903,1
IMDb-1k,validation,48,5,934,515,1223,609,768,4891,1
IMDb-1k,validation,88,5,918,411,1156,454,768,4274,1
IMDb-1k,validation,21,5,760,356,942,401,768,3595,1
IMDb-1k,validation,57,5,894,433,1160,499,768,4455,1
IMDb-1k,validation,159,5,884,404,1129,445,768,4141,1
IMDb-1k,validation,129,5,746,371,923,412,768,3574,1
IMDb-1k,validation,37,5,778,363,1037,403,768,3825,1
IMDb-1k,validation,155,5,747,418,1016,479,768,3851,1
IMDb-1k,validation,1,5,922,456,1260,526,768,4658,1
IMDb-1k,validation,52,5,948,446,1256,526,768,4700,1
IMDb-1k,validation,149,5,759,394,1023,463,768,3789,1
IMDb-1k,test,25,5,806,460,1055,530,768,4298,1
IMDb-1k,test,109,5,865,429,1039,471,768,4175,1
IMDb-1k,test,76,5,961,447,1307,501,768,4723,1
IMDb-1k,test,196,5,879,485,1200,565,768,4697,1
IMDb-1k,test,57,5,876,384,1123,437,768,4055,1
IMDb-1k,test,255,5,896,421,1152,477,768,4215,1
IMDb-1k,test,182,5,885,352,1090,382,768,3824,1
IMDb-1k,test,181,5,771,371,1012,422,768,3840,1
IMDb-1k,test,274,5,949,466,1324,545,768,4771,1
IMDb-1k,test,198,5,908,405,1223,451,768,4219,1
IMDb-1k,test,72,5,962,445,1224,501,768,4515,1
IMDb-1k,test,9,5,911,434,1197,510,768,4594,1
IMDb-1k,test,271,5,752,418,1067,494,768,4202,1
IMDb-1k,test,316,5,786,395,1120,450,768,4094,1
IMDb-1k,test,172,5,793,420,1060,481,768,4145,1
IMDb-1k,test,202,5,813,420,1098,481,768,4069,1
IMDb-1k,test,75,5,872,389,1138,434,768,3922,1
IMDb-1k,test,318,5,764,361,1059,404,768,3806,1
IMDb-1k,test,77,5,969,504,1305,577,768,5005,1
IMDb-1k,test,324,5,973,500,1328,599,768,5025,1
IMDb-1k,test,111,5,812,412,1078,465,768,4019,1
IMDb-1k,test,238,5,762,417,1004,457,768,3965,1
IMDb-1k,test,143,5,846,391,1054,428,768,3850,1
IMDb-1k,test,325,5,726,366,976,431,768,3735,1
IMDb-1k,test,5,5,903,456,1248,552,768,4632,1
IMDb-1k,test,147,5,968,462,1290,526,768,4752,1
IMDb-1k,test,63,5,891,465,1284,545,768,4655,1
IMDb-1k,test,114,5,756,352,915,391,768,3463,1
IMDb-1k,test,139,5,822,358,1070,396,768,3822,1
IMDb-1k,test,101,5,796,347,1035,388,768,3848,1
IMDb-1k,test,94,5,852,415,1114,472,768,4114,1
IMDb-1k,test,282,5,931,412,1212,456,768,4348,1
IMDb-1k,test,3,5,813,411,1199,465,768,4179,1
IMDb-1k,test,225,5,872,435,1140,482,768,4422,1
IMDb-1k,test,219,5,930,463,1240,528,768,4642,1
IMDb-1k,test,310,5,968,448,1272,511,768,4769,1
IMDb-1k,test,183,5,856,416,1191,473,768,4361,1
IMDb-1k,test,302,5,837,371,1055,403,768,3833,1
IMDb-1k,test,140,5,881,413,1153,450,768,4208,1
IMDb-1k,test,228,5,1011,482,1312,525,768,4635,1
IMDb-1k,test,33,5,850,451,1102,493,768,4319,1
IMDb-1k,test,42,5,942,427,1266,479,768,4515,1
IMDb-1k,test,173,5,752,388,996,432,768,3808,1
IMDb-1k,test,124,5,948,458,1269,511,768,4745,1
IMDb-1k,test,330,5,902,468,1182,515,768,4515,1
IMDb-1k,test,46,5,869,387,1120,437,768,4093,1
IMDb-1k,test,73,5,967,450,1241,495,768,4601,1
IMDb-1k,test,179,5,965,443,1186,484,768,4448,1
IMDb-1k,test,45,5,1054,498,1398,568,768,5146,1
IMDb-1k,test,185,5,969,447,1219,494,768,4458,1
IMDb-1k,test,314,5,874,428,1188,495,768,4321,1
IMDb-1k,test,165,5,817,351,1041,387,768,3703,1
IMDb-1k,test,90,5,885,394,1172,427,768,4129,1
IMDb-1k,test,157,5,807,387,1018,423,768,3781,1
IMDb-1k,test,260,5,907,425,1302,484,768,4506,1
IMDb-1k,test,16,5,961,527,1314,613,768,5169,1
IMDb-1k,test,82,5,787,366,997,401,768,3689,1
IMDb-1k,test,132,5,748,346,900,378,768,3432,1
IMDb-1k,test,7,5,882,406,1096,457,768,4187,1
IMDb-1k,test,55,5,786,434,1041,482,768,4048,1
IMDb-1k,test,110,5,934,423,1235,483,768,4477,1
IMDb-1k,test,84,5,966,436,1309,514,768,4810,1
IMDb-1k,test,298,5,741,371,992,421,768,3715,1
IMDb-1k,test,294,5,965,382,1202,413,768,4251,1
IMDb-1k,test,116,5,901,475,1254,575,768,4869,1
IMDb-1k,test,78,5,789,367,1137,459,768,4029,1
IMDb-1k,test,244,5,760,383,967,441,768,3735,1
IMDb-1k,test,60,5,775,421,1041,485,768,4043,1
IMDb-1k,test,226,5,894,483,1232,553,768,4681,1
IMDb-1k,test,180,5,845,431,1130,482,768,4318,1
IMDb-1k,test,280,5,852,403,1116,462,768,4114,1
IMDb-1k,test,17,5,869,425,1151,479,768,4243,1
IMDb-1k,test,24,5,933,431,1294,493,768,4577,1
IMDb-1k,test,167,5,1130,546,1436,612,768,5522,1
IMDb-1k,test,227,5,942,459,1209,515,768,4461,1
IMDb-1k,test,240,5,921,451,1245,527,768,4681,1
IMDb-1k,test,275,5,761,378,1019,432,768,3808,1
IMDb-1k,test,148,5,938,409,1215,459,768,4343,1
IMDb-1k,test,113,5,966,471,1303,531,768,4797,1
IMDb-1k,test,144,5,768,388,1022,433,768,3753,1
IMDb-1k,test,312,5,948,416,1134,449,768,4235,1
IMDb-1k,test,118,5,760,390,1016,448,768,3880,1
IMDb-1k,test,177,5,889,448,1207,551,768,4609,1
IMDb-1k,test,79,5,773,317,1087,354,768,3354,1
IMDb-1k,test,332,5,758,418,1009,478,768,4030,1
IMDb-1k,test,119,5,811,413,1155,500,768,4396,1
IMDb-1k,test,281,5,907,480,1304,549,768,4737,1
IMDb-1k,test,31,5,826,391,1118,448,768,4020,1
IMDb-1k,test,232,5,808,417,1194,505,768,4441,1
IMDb-1k,test,254,5,811,474,1148,555,768,4451,1
IMDb-1k,test,155,5,946,497,1234,580,768,4816,1
IMDb-1k,test,268,5,827,439,1047,494,768,4086,1
IMDb-1k,test,108,5,752,403,1025,449,768,3937,1
IMDb-1k,test,146,5,953,378,1191,433,768,4155,1
IMDb-1k,test,59,5,762,439,1121,555,768,4503,1
IMDb-1k,test,327,5,820,440,1164,509,768,4391,1
IMDb-1k,test,15,5,766,365,1091,411,768,3769,1
IMDb-1k,test,6,5,949,397,1228,452,768,4192,1
IMDb-1k,test,231,5,924,361,1185,397,768,3913,1
IMDb-1k,test,210,5,774,392,1073,457,768,3987,1
IMDb-1k,test,93,5,820,362,1049,394,768,3844,1
IMDb-1k,test,30,5,746,384,1011,437,768,3749,1
IMDb-1k,test,22,5,771,408,982,468,768,3872,1
IMDb-1k,test,285,5,831,374,1088,418,768,3928,1
IMDb-1k,test,295,5,820,473,1174,546,768,4594,1
IMDb-1k,test,56,5,878,447,1096,498,768,4284,1
IMDb-1k,test,176,5,951,464,1214,519,768,4669,1
IMDb-1k,test,10,5,831,397,1094,458,768,4080,1
IMDb-1k,test,220,5,880,434,1156,495,768,4263,1
IMDb-1k,test,229,5,876,449,1241,540,768,4656,1
IMDb-1k,test,81,5,780,399,997,436,768,3844,1
IMDb-1k,test,168,5,965,444,1261,524,768,4664,1
IMDb-1k,test,39,5,940,434,1201,496,768,4576,1
IMDb-1k,test,237,5,771,380,995,417,768,3767,1
IMDb-1k,test,104,5,979,485,1282,564,768,5028,1
IMDb-1k,test,262,5,820,421,1173,490,768,4078,1
IMDb-1k,test,194,5,782,424,1031,491,768,4073,1
IMDb-1k,test,315,5,941,410,1205,465,768,4377,1
IMDb-1k,test,126,5,742,434,1016,509,768,4009,1
IMDb-1k,test,137,5,876,374,1090,410,768,3812,1
IMDb-1k,test,66,5,761,374,960,420,768,3608,1
IMDb-1k,test,211,5,880,455,1134,491,768,4387,1
IMDb-1k,test,18,5,922,425,1149,468,768,4362,1
IMDb-1k,test,197,5,859,361,1122,406,768,3984,1
IMDb-1k,test,250,5,810,368,1089,417,768,3907,1
IMDb-1k,test,152,5,803,368,965,393,768,3459,1
IMDb-1k,test,19,5,886,437,1130,491,768,4353,1
IMDb-1k,test,199,5,958,447,1170,501,768,4415,1
IMDb-1k,test,92,5,987,495,1323,590,768,5046,1
IMDb-1k,test,69,5,820,419,1074,506,768,4190,1
IMDb-1k,test,209,5,755,345,1017,389,768,3609,1
IMDb-1k,test,96,5,942,472,1331,551,768,4631,1
IMDb-1k,test,97,5,919,370,1170,428,768,4032,1
IMDb-1k,test,245,5,849,434,1043,483,768,4045,1
IMDb-1k,test,68,5,820,369,1058,407,768,3771,1
IMDb-1k,test,23,5,810,353,998,393,768,3623,1
IMDb-1k,test,37,5,916,419,1183,454,768,4286,1
IMDb-1k,test,248,5,887,417,1083,464,768,4116,1
IMDb-1k,test,67,5,901,421,1164,470,768,4250,1
IMDb-1k,test,267,5,902,425,1090,472,768,4184,1
IMDb-1k,test,145,5,972,421,1356,477,768,4697,1
IMDb-1k,test,125,5,824,386,1051,448,768,3894,1
IMDb-1k,test,175,5,933,419,1189,468,768,4286,1
IMDb-1k,test,86,5,860,403,1084,450,768,4076,1
IMDb-1k,test,283,5,854,452,1137,522,768,4320,1
IMDb-1k,test,153,5,965,457,1315,556,768,4814,1
IMDb-1k,test,284,5,867,425,1089,484,768,4254,1
IMDb-1k,test,321,5,764,332,952,370,768,3408,1
IMDb-1k,test,253,5,961,480,1404,554,768,4906,1
IMDb-1k,test,163,5,789,405,987,429,768,3807,1
Ohsumed,train,655,5,306,155,480,185,768,1511,1
Ohsumed,train,862,5,175,83,276,110,768,890,1
Ohsumed,train,365,5,176,106,220,131,768,917,1
Ohsumed,train,2423,5,174,90,264,118,768,904,1
Ohsumed,train,1514,5,270,138,392,185,768,1409,1
Ohsumed,train,175,5,178,96,233,115,768,869,1
Ohsumed,train,620,5,227,128,352,174,768,1286,1
Ohsumed,train,1410,5,70,56,102,76,768,456,1
Ohsumed,train,1411,5,219,135,305,173,768,1265,1
