dataset,split,index,window_size,document_length,unique_words,token_count,node_count,node_embedding_dimension,edge_count,edge_embedding_dimension
IMDb-1k,train,25,4,970,461,1314,542,768,3785,1
IMDb-1k,train,464,4,787,383,1048,437,768,3004,1
IMDb-1k,train,281,4,916,389,1215,430,768,3332,1
IMDb-1k,train,247,4,887,400,1165,446,768,3367,1
IMDb-1k,train,237,4,793,353,1121,418,768,3085,1
IMDb-1k,train,117,4,946,393,1212,440,768,3283,1
IMDb-1k,train,42,4,949,459,1291,530,768,3701,1
IMDb-1k,train,220,4,1369,538,1644,583,768,4547,1
IMDb-1k,train,176,4,881,400,1134,443,768,3240,1
IMDb-1k,train,320,4,876,409,1095,466,768,3234,1
IMDb-1k,train,153,4,753,354,986,394,768,2765,1
IMDb-1k,train,231,4,863,408,1187,474,768,3393,1
IMDb-1k,train,227,4,838,433,1075,503,768,3395,1
IMDb-1k,train,417,4,961,460,1305,517,768,3704,1
IMDb-1k,train,203,4,765,431,1013,496,768,3157,1
IMDb-1k,train,126,4,958,464,1180,519,768,3610,1
IMDb-1k,train,329,4,827,428,1088,488,768,3297,1
IMDb-1k,train,31,4,799,420,1076,470,768,3188,1
IMDb-1k,train,113,4,770,399,1015,472,768,3122,1
IMDb-1k,train,470,4,799,398,1054,464,768,3151,1
IMDb-1k,train,271,4,877,379,1068,440,768,3099,1
IMDb-1k,train,140,4,779,421,1015,485,768,3182,1
IMDb-1k,train,57,4,844,392,1186,442,768,3292,1
IMDb-1k,train,192,4,904,400,1125,436,768,3196,1
IMDb-1k,train,24,4,866,425,1133,470,768,3302,1
IMDb-1k,train,17,4,765,391,996,441,768,3030,1
IMDb-1k,train,265,4,923,435,1140,482,768,3339,1
IMDb-1k,train,66,4,960,527,1421,643,768,4310,1
IMDb-1k,train,208,4,844,405,1078,460,768,3189,1
IMDb-1k,train,479,4,791,404,1004,469,768,3121,1
IMDb-1k,train,94,4,962,459,1326,543,768,3670,1
IMDb-1k,train,253,4,937,452,1239,495,768,3587,1
IMDb-1k,train,266,4,851,357,1071,399,768,2945,1
IMDb-1k,train,23,4,892,427,1140,485,768,3363,1
IMDb-1k,train,222,4,789,352,1026,393,768,2877,1
IMDb-1k,train,261,4,933,392,1152,433,768,3338,1
IMDb-1k,train,426,4,904,404,1255,443,768,3358,1
IMDb-1k,validation,135,4,897,444,1260,530,768,3726,1
IMDb-1k,validation,115,4,755,349,963,399,768,2840,1
IMDb-1k,validation,131,4,800,407,1022,470,768,3149,1
IMDb-1k,validation,55,4,956,487,1256,558,768,3770,1
IMDb-1k,validation,95,4,736,388,986,421,768,2863,1
IMDb-1k,validation,29,4,799,386,1071,431,768,3131,1
IMDb-1k,validation,158,4,832,442,1063,496,768,3279,1
IMDb-1k,validation,51,4,864,450,1161,521,768,3509,1
IMDb-1k,validation,101,4,828,357,1125,391,768,2987,1
IMDb-1k,validation,145,4,897,392,1153,442,768,3389,1
IMDb-1k,validation,19,4,939,420,1237,478,768,3464,1
IMDb-1k,validation,85,4,933,451,1179,509,768,3551,1
IMDb-1k,validation,15,4,763,391,1113,459,768,3173,1
IMDb-1k,validation,66,4,844,392,1106,439,768,3186,1
IMDb-1k,validation,24,4,936,464,1168,540,768,3616,1
IMDb-1k,validation,30,4,881,471,1224,545,768,3563,1
IMDb-1k,validation,132,4,876,423,1072,469,768,3223,1
IMDb-1k,validation,105,4,745,408,969,465,768,2988,1
IMDb-1k,validation,153,4,775,383,980,458,768,3015,1
IMDb-1k,validation,16,4,835,380,1084,424,768,3170,1
IMDb-1k,validation,75,4,968,506,1378,584,768,3858,1
IMDb-1k,validation,18,4,900,448,1179,507,768,3456,1
IMDb-1k,validation,12,4,941,414,1259,464,768,3452,1
IMDb-1k,validation,9,4,915,365,1138,385,768,3080,1
IMDb-1k,validation,31,4,826,406,1066,457,768,3174,1
IMDb-1k,validation,156,4,775,400,1020,458,768,3071,1
IMDb-1k,validation,98,4,854,432,1234,516,768,3572,1
IMDb-1k,validation,56,4,923,445,1197,496,768,3529,1
IMDb-1k,validation,134,4,806,378,1052,437,768,3063,1
IMDb-1k,validation,161,4,772,407,1028,488,768,3187,1
IMDb-1k,validation,139,4,757,350,968,389,768,2764,1
IMDb-1k,validation,78,4,938,406,1274,454,768,3508,1
IMDb-1k,validation,60,4,786,361,1035,419,768,2924,1
IMDb-1k,validation,84,4,961,494,1307,566,768,3828,1
IMDb-1k,validation,2,4,802,432,1187,507,768,3454,1
IMDb-1k,validation,94,4,756,389,1011,461,768,3090,1
IMDb-1k,validation,45,4,757,370,910,415,768,2852,1
IMDb-1k,validation,42,4,952,418,1218,458,768,3480,1
IMDb-1k,validation,69,4,937,470,1282,539,768,3685,1
IMDb-1k,validation,154,4,835,417,1137,475,768,3357,1
IMDb-1k,validation,26,4,777,334,1132,415,768,3053,1
IMDb-1k,validation,141,4,785,404,1042,476,768,3187,1
IMDb-1k,validation,117,4,779,435,1046,509,768,3259,1
IMDb-1k,validation,93,4,946,414,1240,469,768,3419,1
IMDb-1k,validation,133,4,948,442,1208,493,768,3544,1
IMDb-1k,validation,36,4,752,394,987,439,768,3003,1
IMDb-1k,validation,82,4,797,401,1102,458,768,3135,1
IMDb-1k,validation,22,4,775,374,1039,430,768,2960,1
IMDb-1k,validation,126,4,990,473,1276,530,768,3754,1
IMDb-1k,validation,67,4,983,422,1259,487,768,3584,1
IMDb-1k,validation,97,4,835,405,1059,442,768,3075,1
IMDb-1k,validation,11,4,760,423,1043,480,768,3177,1
IMDb-1k,validation,65,4,969,471,1256,539,768,3662,1
IMDb-1k,validation,86,4,753,378,1005,419,768,2938,1
IMDb-1k,validation,6,4,861,483,1100,555,768,3492,1
IMDb-1k,validation,27,4,838,358,1137,413,768,3163,1
IMDb-1k,validation,76,4,955,441,1241,505,768,3600,1
IMDb-1k,validation,142,4,798,412,1082,467,768,3214,1
IMDb-1k,validation,38,4,859,444,1138,506,768,3391,1
IMDb-1k,validation,41,4,882,364,1112,403,768,3089,1
IMDb-1k,validation,4,4,762,381,1022,460,768,3030,1
IMDb-1k,validation,138,4,751,433,1022,518,768,3235,1
IMDb-1k,validation,32,4,806,388,1099,443,768,3156,1
IMDb-1k,validation,144,4,890,407,1213,465,768,3428,1
IMDb-1k,validation,109,4,757,408,994,456,768,3064,1
IMDb-1k,validation,68,4,746,367,956,422,768,2827,1
IMDb-1k,validation,10,4,870,402,1145,457,768,3300,1
IMDb-1k,validation,96,4,899,455,1247,561,768,3777,1
IMDb-1k,validation,111,4,860,459,1176,544,768,3614,1
IMDb-1k,validation,0,4,941,477,1301,538,768,3792,1
IMDb-1k,validation,122,4,938,448,1270,500,768,3571,1
IMDb-1k,validation,123,4,789,393,970,440,768,2992,1
IMDb-1k,validation,64,4,801,335,1025,376,768,2858,1
IMDb-1k,validation,44,4,946,445,1244,489,768,3613,1
IMDb-1k,validation,146,4,772,346,939,385,768,2741,1
IMDb-1k,validation,28,4,815,406,1058,460,768,3150,1
IMDb-1k,validation,40,4,915,488,1234,568,768,3775,1
IMDb-1k,validation,114,4,799,411,1028,459,768,3109,1
IMDb-1k,validation,25,4,879,365,1126,405,768,3074,1
IMDb-1k,validation,23,4,888,403,1099,452,768,3259,1
IMDb-1k,validation,119,4,847,396,1099,440,768,3174,1
IMDb-1k,validation,81,4,923,416,1186,476,768,3512,1
IMDb-1k,validation,79,4,865,407,1159,456,768,3291,1
IMDb-1k,validation,39,4,951,435,1164,477,768,3466,1
IMDb-1k,validation,90,4,770,381,1036,429,768,3058,1
IMDb-1k,validation,108,4,754,375,970,411,768,2855,1
IMDb-1k,validation,160,4,752,324,1002,364,768,2741,1
IMDb-1k,validation,137,4,820,424,1044,497,768,3229,1
IMDb-1k,validation,47,4,840,336,1103,371,768,2933,1
IMDb-1k,validation,124,4,784,403,997,443,768,3025,1
IMDb-1k,validation,61,4,845,439,1207,517,768,3528,1
IMDb-1k,validation,73,4,809,418,1016,460,768,3110,1
IMDb-1k,validation,33,4,761,415,1008,486,768,3198,1
IMDb-1k,validation,112,4,913,401,1140,444,768,3257,1
IMDb-1k,validation,120,4,913,363,1175,403,768,3248,1
IMDb-1k,validation,128,4,752,371,969,419,768,2839,1
IMDb-1k,validation,62,4,777,423,1036,468,768,3150,1
IMDb-1k,validation,163,4,856,411,1122,455,768,3310,1
IMDb-1k,validation,100,4,824,316,1060,349,768,2759,1
IMDb-1k,validation,104,4,905,423,1349,492,768,3629,1
IMDb-1k,validation,53,4,896,450,1309,529,768,3655,1
IMDb-1k,validation,5,4,1033,408,1392,461,768,3737,1
IMDb-1k,validation,118,4,842,438,1070,490,768,3298,1
IMDb-1k,validation,127,4,866,364,1253,432,768,3242,1
IMDb-1k,validation,152,4,765,419,998,476,768,3051,1
IMDb-1k,validation,49,4,836,378,1095,432,768,3152,1
IMDb-1k,validation,35,4,933,500,1280,588,768,3879,1
IMDb-1k,validation,80,4,835,437,1099,513,768,3303,1
IMDb-1k,validation,77,4,923,498,1235,556,768,3758,1
IMDb-1k,validation,34,4,782,384,984,420,768,2921,1
IMDb-1k,validation,46,4,955,452,1250,517,768,3625,1
IMDb-1k,validation,7,4,825,448,1154,507,768,3432,1
IMDb-1k,validation,43,4,862,412,1105,461,768,3208,1
IMDb-1k,validation,70,4,878,368,1195,413,768,3189,1
IMDb-1k,validation,125,4,868,401,1176,449,768,3071,1
IMDb-1k,validation,110,4,958,384,1192,417,768,3194,1
IMDb-1k,validation,91,4,946,417,1255,475,768,3468,1
IMDb-1k,validation,83,4,967,549,1254,632,768,4012,1
IMDb-1k,validation,147,4,749,353,1023,406,768,2837,1
IMDb-1k,validation,148,4,963,519,1295,586,768,3909,1
IMDb-1k,validation,89,4,941,459,1254,522,768,3660,1
IMDb-1k,validation,8,4,905,373,1229,428,768,3169,1
IMDb-1k,validation,157,4,924,459,1219,515,768,3560,1
IMDb-1k,validation,113,4,946,514,1253,596,768,3890,1
IMDb-1k,validation,13,4,904,410,1198,471,768,3493,1
IMDb-1k,validation,59,4,962,454,1257,505,768,3592,1
IMDb-1k,validation,140,4,735,384,1014,442,768,3044,1
IMDb-1k,validation,3,4,957,445,1200,494,768,3541,1
IMDb-1k,validation,17,4,861,381,1088,411,768,3068,1
IMDb-1k,validation,72,4,976,486,1334,575,768,3924,1
IMDb-1k,validation,143,4,774,323,990,364,768,2774,1
IMDb-1k,validation,136,4,940,475,1284,545,768,3749,1
IMDb-1k,validation,150,4,768,384,967,430,768,2909,1
IMDb-1k,validation,63,4,949,447,1334,509,768,3705,1
IMDb-1k,validation,54,4,968,369,1240,404,768,3156,1
IMDb-1k,validation,107,4,798,414,1080,470,768,3157,1
IMDb-1k,validation,50,4,733,327,990,360,768,2755,1
IMDb-1k,validation,162,4,1023,290,1382,328,768,2726,1
IMDb-1k,validation,58,4,746,406,998,475,768,3066,1
IMDb-1k,validation,48,4,934,515,1223,609,768,3858,1
IMDb-1k,validation,88,4,918,411,1156,454,768,3389,1
IMDb-1k,validation,21,4,760,356,942,401,768,2840,1
IMDb-1k,validation,57,4,894,433,1160,499,768,3506,1
IMDb-1k,validation,159,4,884,404,1129,445,768,3255,1
IMDb-1k,validation,129,4,746,371,923,412,768,2815,1
IMDb-1k,validation,37,4,778,363,1037,403,768,2995,1
IMDb-1k,validation,155,4,747,418,1016,479,768,3060,1
IMDb-1k,validation,1,4,922,456,1260,526,768,3657,1
IMDb-1k,validation,52,4,948,446,1256,526,768,3691,1
IMDb-1k,validation,149,4,759,394,1023,463,768,2989,1
IMDb-1k,test,25,4,806,460,1055,530,768,3379,1
IMDb-1k,test,109,4,865,429,1039,471,768,3282,1
IMDb-1k,test,76,4,961,447,1307,501,768,3719,1
IMDb-1k,test,196,4,879,485,1200,565,768,3713,1
IMDb-1k,test,57,4,876,384,1123,437,768,3189,1
IMDb-1k,test,255,4,896,421,1152,477,768,3326,1
IMDb-1k,test,182,4,885,352,1090,382,768,2969,1
IMDb-1k,test,181,4,771,371,1012,422,768,3024,1
IMDb-1k,test,274,4,949,466,1324,545,768,3745,1
IMDb-1k,test,198,4,908,405,1223,451,768,3316,1
IMDb-1k,test,72,4,962,445,1224,501,768,3564,1
IMDb-1k,test,9,4,911,434,1197,510,768,3607,1
IMDb-1k,test,271,4,752,418,1067,494,768,3285,1
IMDb-1k,test,316,4,786,395,1120,450,768,3228,1
IMDb-1k,test,172,4,793,420,1060,481,768,3256,1
IMDb-1k,test,202,4,813,420,1098,481,768,3218,1
IMDb-1k,test,75,4,872,389,1138,434,768,3104,1
IMDb-1k,test,318,4,764,361,1059,404,768,2977,1
IMDb-1k,test,77,4,969,504,1305,577,768,3936,1
IMDb-1k,test,324,4,973,500,1328,599,768,3963,1
IMDb-1k,test,111,4,812,412,1078,465,768,3157,1
IMDb-1k,test,238,4,762,417,1004,457,768,3116,1
IMDb-1k,test,143,4,846,391,1054,428,768,3033,1
IMDb-1k,test,325,4,726,366,976,431,768,2946,1
IMDb-1k,test,5,4,903,456,1248,552,768,3642,1
IMDb-1k,test,147,4,968,462,1290,526,768,3751,1
IMDb-1k,test,63,4,891,465,1284,545,768,3660,1
IMDb-1k,test,114,4,756,352,915,391,768,2727,1
IMDb-1k,test,139,4,822,358,1070,396,768,2997,1
IMDb-1k,test,101,4,796,347,1035,388,768,3015,1
IMDb-1k,test,94,4,852,415,1114,472,768,3265,1
IMDb-1k,test,282,4,931,412,1212,456,768,3409,1
IMDb-1k,test,3,4,813,411,1199,465,768,3282,1
IMDb-1k,test,225,4,872,435,1140,482,768,3458,1
IMDb-1k,test,219,4,930,463,1240,528,768,3640,1
IMDb-1k,test,310,4,968,448,1272,511,768,3749,1
IMDb-1k,test,183,4,856,416,1191,473,768,3414,1
IMDb-1k,test,302,4,837,371,1055,403,768,3001,1
IMDb-1k,test,140,4,881,413,1153,450,768,3303,1
IMDb-1k,test,228,4,1011,482,1312,525,768,3676,1
IMDb-1k,test,33,4,850,451,1102,493,768,3382,1
IMDb-1k,test,42,4,942,427,1266,479,768,3538,1
IMDb-1k,test,173,4,752,388,996,432,768,2999,1
IMDb-1k,test,124,4,948,458,1269,511,768,3734,1
IMDb-1k,test,330,4,902,468,1182,515,768,3561,1
IMDb-1k,test,46,4,869,387,1120,437,768,3199,1
IMDb-1k,test,73,4,967,450,1241,495,768,3612,1
IMDb-1k,test,179,4,965,443,1186,484,768,3492,1
IMDb-1k,test,45,4,1054,498,1398,568,768,4027,1
IMDb-1k,test,185,4,969,447,1219,494,768,3528,1
IMDb-1k,test,314,4,874,428,1188,495,768,3393,1
IMDb-1k,test,165,4,817,351,1041,387,768,2916,1
IMDb-1k,test,90,4,885,394,1172,427,768,3237,1
IMDb-1k,test,157,4,807,387,1018,423,768,2982,1
IMDb-1k,test,260,4,907,425,1302,484,768,3566,1
IMDb-1k,test,16,4,961,527,1314,613,768,4044,1
IMDb-1k,test,82,4,787,366,997,401,768,2891,1
IMDb-1k,test,132,4,748,346,900,378,768,2704,1
IMDb-1k,test,7,4,882,406,1096,457,768,3289,1
IMDb-1k,test,55,4,786,434,1041,482,768,3190,1
IMDb-1k,test,110,4,934,423,1235,483,768,3530,1
IMDb-1k,test,84,4,966,436,1309,514,768,3783,1
IMDb-1k,test,298,4,741,371,992,421,768,2913,1
IMDb-1k,test,294,4,965,382,1202,413,768,3322,1
IMDb-1k,test,116,4,901,475,1254,575,768,3828,1
IMDb-1k,test,78,4,789,367,1137,459,768,3175,1
IMDb-1k,test,244,4,760,383,967,441,768,2952,1
IMDb-1k,test,60,4,775,421,1041,485,768,3169,1
IMDb-1k,test,226,4,894,483,1232,553,768,3705,1
IMDb-1k,test,180,4,845,431,1130,482,768,3391,1
IMDb-1k,test,280,4,852,403,1116,462,768,3231,1
IMDb-1k,test,17,4,869,425,1151,479,768,3351,1
IMDb-1k,test,24,4,933,431,1294,493,768,3618,1
IMDb-1k,test,167,4,1130,546,1436,612,768,4346,1
IMDb-1k,test,227,4,942,459,1209,515,768,3503,1
IMDb-1k,test,240,4,921,451,1245,527,768,3653,1
IMDb-1k,test,275,4,761,378,1019,432,768,3007,1
IMDb-1k,test,148,4,938,409,1215,459,768,3403,1
IMDb-1k,test,113,4,966,471,1303,531,768,3751,1
IMDb-1k,test,144,4,768,388,1022,433,768,2949,1
IMDb-1k,test,312,4,948,416,1134,449,768,3304,1
IMDb-1k,test,118,4,760,390,1016,448,768,3052,1
IMDb-1k,test,177,4,889,448,1207,551,768,3619,1
IMDb-1k,test,79,4,773,317,1087,354,768,2658,1
IMDb-1k,test,332,4,758,418,1009,478,768,3171,1
IMDb-1k,test,119,4,811,413,1155,500,768,3446,1
IMDb-1k,test,281,4,907,480,1304,549,768,3741,1
IMDb-1k,test,31,4,826,391,1118,448,768,3157,1
IMDb-1k,test,232,4,808,417,1194,505,768,3497,1
IMDb-1k,test,254,4,811,474,1148,555,768,3517,1
IMDb-1k,test,155,4,946,497,1234,580,768,3802,1
IMDb-1k,test,268,4,827,439,1047,494,768,3217,1
IMDb-1k,test,108,4,752,403,1025,449,768,3089,1
IMDb-1k,test,146,4,953,378,1191,433,768,3267,1
IMDb-1k,test,59,4,762,439,1121,555,768,3539,1
IMDb-1k,test,327,4,820,440,1164,509,768,3455,1
IMDb-1k,test,15,4,766,365,1091,411,768,2954,1
IMDb-1k,test,6,4,949,397,1228,452,768,3319,1
IMDb-1k,test,231,4,924,361,1185,397,768,3080,1
IMDb-1k,test,210,4,774,392,1073,457,768,3147,1
IMDb-1k,test,93,4,820,362,1049,394,768,3005,1
IMDb-1k,test,30,4,746,384,1011,437,768,2961,1
IMDb-1k,test,22,4,771,408,982,468,768,3063,1
IMDb-1k,test,285,4,831,374,1088,418,768,3082,1
IMDb-1k,test,295,4,820,473,1174,546,768,3622,1
IMDb-1k,test,56,4,878,447,1096,498,768,3362,1
IMDb-1k,test,176,4,951,464,1214,519,768,3671,1
IMDb-1k,test,10,4,831,397,1094,458,768,3204,1
IMDb-1k,test,220,4,880,434,1156,495,768,3366,1
IMDb-1k,test,229,4,876,449,1241,540,768,3664,1
IMDb-1k,test,81,4,780,399,997,436,768,3033,1
IMDb-1k,test,168,4,965,444,1261,524,768,3692,1
IMDb-1k,test,39,4,940,434,1201,496,768,3598,1
IMDb-1k,test,237,4,771,380,995,417,768,2958,1
IMDb-1k,test,104,4,979,485,1282,564,768,3957,1
IMDb-1k,test,262,4,820,421,1173,490,768,3236,1
IMDb-1k,test,194,4,782,424,1031,491,768,3187,1
IMDb-1k,test,315,4,941,410,1205,465,768,3434,1
IMDb-1k,test,126,4,742,434,1016,509,768,3164,1
IMDb-1k,test,137,4,876,374,1090,410,768,3001,1
IMDb-1k,test,66,4,761,374,960,420,768,2853,1
IMDb-1k,test,211,4,880,455,1134,491,768,3454,1
IMDb-1k,test,18,4,922,425,1149,468,768,3428,1
IMDb-1k,test,197,4,859,361,1122,406,768,3120,1
IMDb-1k,test,250,4,810,368,1089,417,768,3052,1
IMDb-1k,test,152,4,803,368,965,393,768,2722,1
IMDb-1k,test,19,4,886,437,1130,491,768,3401,1
IMDb-1k,test,199,4,958,447,1170,501,768,3471,1
IMDb-1k,test,92,4,987,495,1323,590,768,3973,1
IMDb-1k,test,69,4,820,419,1074,506,768,3306,1
IMDb-1k,test,209,4,755,345,1017,389,768,2837,1
IMDb-1k,test,96,4,942,472,1331,551,768,3658,1
IMDb-1k,test,97,4,919,370,1170,428,768,3160,1
IMDb-1k,test,245,4,849,434,1043,483,768,3195,1
IMDb-1k,test,68,4,820,369,1058,407,768,2953,1
IMDb-1k,test,23,4,810,353,998,393,768,2867,1
IMDb-1k,test,37,4,916,419,1183,454,768,3361,1
IMDb-1k,test,248,4,887,417,1083,464,768,3237,1
IMDb-1k,test,67,4,901,421,1164,470,768,3359,1
IMDb-1k,test,267,4,902,425,1090,472,768,3284,1
IMDb-1k,test,145,4,972,421,1356,477,768,3697,1
IMDb-1k,test,125,4,824,386,1051,448,768,3067,1
IMDb-1k,test,175,4,933,419,1189,468,768,3395,1
IMDb-1k,test,86,4,860,403,1084,450,768,3211,1
IMDb-1k,test,283,4,854,452,1137,522,768,3404,1
IMDb-1k,test,153,4,965,457,1315,556,768,3807,1
IMDb-1k,test,284,4,867,425,1089,484,768,3351,1
IMDb-1k,test,321,4,764,332,952,370,768,2657,1
IMDb-1k,test,253,4,961,480,1404,554,768,3884,1
IMDb-1k,test,163,4,789,405,987,429,768,3000,1
Ohsumed,train,655,4,306,155,480,185,768,1181,1
Ohsumed,train,862,4,175,83,276,110,768,695,1
Ohsumed,train,365,4,176,106,220,131,768,724,1
Ohsumed,train,2423,4,174,90,264,118,768,704,1
Ohsumed,train,1514,4,270,138,392,185,768,1105,1
Ohsumed,train,175,4,178,96,233,115,768,681,1
Ohsumed,train,620,4,227,128,352,174,768,1007,1
Ohsumed,train,1410,4,70,56,102,76,768,365,1
Ohsumed,train,1411,4,219,135,305,173,768,999,1
